timestamp_est,anonymous_id,language,question,detected_language,roundtrip_translated_questions_0,roundtrip_translated_questions_1,paraphrased_0,paraphrased_1,paraphrased_2,paraphrased_3,paraphrased_4,paraphrased_5,paraphrased_6,paraphrased_7,paraphrased_8,paraphrased_9,paraphrased_10,paraphrased_11,paraphrased_12,paraphrased_13,paraphrased_14,paraphrased_15,paraphrased_16,paraphrased_17,paraphrased_18,paraphrased_19,paraphrased_20,paraphrased_21,paraphrased_22,paraphrased_23,paraphrased_24,paraphrased_25,paraphrased_26,paraphrased_27,paraphrased_28,paraphrased_29,paraphrased_30,paraphrased_31,paraphrased_32,paraphrased_33,paraphrased_34,paraphrased_35,paraphrased_36,paraphrased_37,paraphrased_38,paraphrased_39,paraphrased_40,paraphrased_41,paraphrased_42,paraphrased_43,paraphrased_44,paraphrased_45,paraphrased_46,paraphrased_47,paraphrased_48,paraphrased_49,paraphrased_50,paraphrased_51,paraphrased_52,paraphrased_53,paraphrased_54,paraphrased_55,paraphrased_56,paraphrased_57,paraphrased_58,paraphrased_59,paraphrased_60,paraphrased_61,paraphrased_62,paraphrased_63,paraphrased_64,paraphrased_65,paraphrased_66,paraphrased_67,paraphrased_68,paraphrased_69,paraphrased_70,paraphrased_71,paraphrased_72,paraphrased_73,paraphrased_74,paraphrased_75,paraphrased_76,paraphrased_77,paraphrased_78,paraphrased_79,paraphrased_80,paraphrased_81,paraphrased_82,paraphrased_83,paraphrased_84,paraphrased_85,paraphrased_86,paraphrased_87,paraphrased_88,paraphrased_89,paraphrased_90,paraphrased_91,paraphrased_92,paraphrased_93,paraphrased_94,paraphrased_95,paraphrased_96,paraphrased_97,paraphrased_98,paraphrased_99,paraphrased_100,paraphrased_101,paraphrased_102,paraphrased_103,paraphrased_104,paraphrased_105,paraphrased_106,paraphrased_107,paraphrased_108,paraphrased_109,paraphrased_110,paraphrased_111,paraphrased_112,paraphrased_113,paraphrased_114,paraphrased_115,paraphrased_116,paraphrased_117,paraphrased_118,paraphrased_119,paraphrased_120,paraphrased_121,paraphrased_122,paraphrased_123,paraphrased_124,paraphrased_125,paraphrased_126,paraphrased_127,paraphrased_128,paraphrased_129,paraphrased_130,paraphrased_131,paraphrased_132,paraphrased_133,paraphrased_134,paraphrased_135,paraphrased_136,paraphrased_137,paraphrased_138,paraphrased_139,paraphrased_140,paraphrased_141,paraphrased_142,paraphrased_143,paraphrased_144,paraphrased_145,paraphrased_146,paraphrased_147,paraphrased_148,paraphrased_149,paraphrased_150,paraphrased_151,paraphrased_152,paraphrased_153,paraphrased_154,paraphrased_155,paraphrased_156,paraphrased_157,paraphrased_158,paraphrased_159,paraphrased_160,paraphrased_161,paraphrased_162,paraphrased_163,paraphrased_164,paraphrased_165,paraphrased_166,paraphrased_167,paraphrased_168,paraphrased_169,paraphrased_170,paraphrased_171,paraphrased_172,paraphrased_173,paraphrased_174,paraphrased_175,paraphrased_176,paraphrased_177,paraphrased_178,paraphrased_179,paraphrased_180,paraphrased_181,paraphrased_182,paraphrased_183,paraphrased_184,paraphrased_185,paraphrased_186,paraphrased_187,paraphrased_188,paraphrased_189,paraphrased_190,paraphrased_191,paraphrased_192,paraphrased_193,paraphrased_194,paraphrased_195,paraphrased_196,paraphrased_197,paraphrased_198,paraphrased_199,paraphrased_200,paraphrased_201,paraphrased_202,paraphrased_203,paraphrased_204,paraphrased_205,paraphrased_206,paraphrased_207,paraphrased_208,paraphrased_209,paraphrased_210,paraphrased_211,paraphrased_212,paraphrased_213,paraphrased_214,paraphrased_215,paraphrased_216,paraphrased_217,paraphrased_218,paraphrased_219,paraphrased_220,paraphrased_221,paraphrased_222,paraphrased_223,paraphrased_224,paraphrased_225,paraphrased_226,paraphrased_227,paraphrased_228,paraphrased_229,paraphrased_230,paraphrased_231,paraphrased_232,paraphrased_233,paraphrased_234,paraphrased_235,paraphrased_236,paraphrased_237,paraphrased_238,paraphrased_239,paraphrased_240,paraphrased_241,paraphrased_242,paraphrased_243,paraphrased_244,paraphrased_245,paraphrased_246,paraphrased_247,paraphrased_248,paraphrased_249,paraphrased_250,paraphrased_251,paraphrased_252,paraphrased_253,paraphrased_254,paraphrased_255,paraphrased_256,paraphrased_257,paraphrased_258,paraphrased_259,paraphrased_260,paraphrased_261,paraphrased_262,paraphrased_263,paraphrased_264,paraphrased_265,paraphrased_266,paraphrased_267,paraphrased_268,paraphrased_269,paraphrased_270,paraphrased_271,paraphrased_272,paraphrased_273,paraphrased_274,paraphrased_275,paraphrased_276,paraphrased_277,paraphrased_278,paraphrased_279,paraphrased_280,paraphrased_281,paraphrased_282,paraphrased_283,paraphrased_284,paraphrased_285,paraphrased_286,paraphrased_287,paraphrased_288,paraphrased_289,paraphrased_290,paraphrased_291,paraphrased_292,paraphrased_293,paraphrased_294,paraphrased_295,paraphrased_296,paraphrased_297,paraphrased_298,paraphrased_299
2020-03-21 21:34:53,a1d0b19f-0c9b-4404-968a-497a2bdf9ceb,fr,Suis-je à risque,fr,Suis-je à risque,,suis je à risques,suis je un danger,suis je un risque,Suis-je à risque,suis je a risques,test suis je à risque,test suis je a risque,suis je a risque,suis je le risque,suis je à risque,suis je risque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 20:25:28,0b5ea1a5-1885-46dc-9a63-a0c8debb59b5,en,Puis-je recevoir un résumé des faits importants de la journée chaque jour par courriel?,fr,Puis-je recevoir un résumé des faits saillants de la journée chaque jour par e-mail?,Puis-je recevoir un résumé des faits importants de la journée chaque jour par courriel?,puis je recevoir un resume des faits saillants de la journee chaque jour par e mail,puis je recevoir un message des faits saillants de la journée chaque jour par e mail,les faits saillants de la journée chaque jour par e mail,Puis-je recevoir un résumé des faits importants de la journée chaque jour par courriel?,Puis-je recevoir un résumé des faits saillants de la journée chaque jour par e-mail?,puis je recevoir un résumé des faits saillants de la journée chaque jour par e mail,puis je recevoir un message des faits importants de la journee chaque jour par mail,puis je recevoir un résumé des faits importants de la journee chaque jour par mail,puis je recevoir un resume des faits importants de la journee chaque jour par mail,puis je recevoir un résumé des faits importants de la journée chaque jour par mail,puis je recevoir un résumé des faits importants de la journee par mail,les faits saillants de chaque jour par e mail,puis je recevoir un résumé des faits saillants de chaque jour par e mail,puis je recevoir un message des faits importants de la journée chaque jour par mail,puis je recevoir un résumé des faits importants de la journée chaque jour par courriel,faits recevoirs des faits saillants de chaque jour par e mail,puis je recevoir un message des faits importants de la journée chaque jour par courriel,puis je recevoir un resume des faits saillants de chaque jour par e mail,puis je recevoir un résumé des faits saillants de la journée chaque jour,puis je recevoir un résumé des faits importants de la journée par mail,puis je recevoir un resume des faits importants de la journée chaque jour par mail,puis je recevoir un resume des faits saillants de la journée chaque jour par e mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 3:18:50,2aa90d75-26c2-451d-9980-4843b4dce97c,en,How do i knew if i got covid,en,How do i knew if i got covid,How do I know if I have become coveted,how to know if you are being coveted,How do i knew if i got covid,how do i know i got covid,how to know if you got covid,how to tell if you have been coveted,how do you know if you are coveted,how do you know if you have covid,how do you know if you are being coveted,how do i know i have covid,how to know if you are coveted,how to know if i got covid,how do you know if you had covid,how do i know if ive been coveted,How do I know if I have become coveted,how do you know if you have been coveted,how do i know if i got covid,how do i know if i have been coveted,how do you know you got covid,how do you know if you ve been coveted,how do you know if you got covid,how to know if you have been coveted,how do i know if i have covid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 21:38:30,120df8c2-5148-4cde-ad3c-2f4eb595af5f,fr,Quelkea sont les complications de la maladie ?,fr,Quelles sont les complications de la maladie?,Quelkea sont les complications de la maladie ?,les complication de la maladie,les complications des maladies,les complications de maladie,les différentes complications de la maladie,quels sont les complications de la maladie de quelkea,quelle sont les complications de la maladie,quelles sont les complications de la maladie de quelkea,les complications de la maladies,complications de la maladie de quelkea,quels sont les complication de la maladie de quelkea,les complications de la maladie,Quelles sont les complications de la maladie?,les differentes complications de la maladie,quel complication de la maladie de quelkea,les complication de la maladie de quelkea,quelles sont les complication de la maladie de quelkea,les complications de la maladie de quelkea,Quelkea sont les complications de la maladie ?,quels sont les complications de la maladie,quelles sont les complications de la maladie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 20:17:00,994acdd5-3b24-4dee-b574-c10e0990e9b8,en,What should I do if I start coughing?,en,What should I do if I start coughing?,What should I do if I start to cough?,what should i do when i start coughing,what to do when starting to cough,what do i do when i start coughing,What should I do if I start coughing?,what do you do when you start coughing,what to do when start coughing,what to do when you start to cough,what should i do if i start coughing,what to do when u start coughing,what should you do when you start coughing,what to do when you start coughing,what to do when you first start coughing,what to do when i start coughing,What should I do if I start to cough?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 12:52:48,725befc8-e242-4350-991e-a2a53fff1885,en,combien de temps c'est contagieux,fr,combien de temps est-il contagieux,combien de temps c'est contagieux,combien de temps sommes nous contagieux,pendant combien de temps sommes nous contagieux,combien de temps c'est contagieux,pendant combien de temps est on contagieux,combien de temps reste t on contagieux,contagion combien de temps,pendant combien de temps la contagion,pendant combien de temps on est contagieux,combien de temps est-il contagieux,pendant combien de temps contagieux,pendant combien de temps somme nous contagieux,pendant combien de temps une personne est contagieuse,combien de temps une personne est contagieuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 16:08:59,9a964fc6-d7aa-42b0-a2d7-6a036f09c6d1,en,"I’ve have mild cough and not the continuous one. And symptoms of fever like burning eyes, but not the temperature. What do I do?",en,"I’ve have mild cough and not the continuous one. And symptoms of fever like burning eyes, but not the temperature. What do I do?","I have a mild, non-continuous cough. ######And fever symptoms like burning eyes, but not the temperature. ######What do I do?",mild non persistent cough fever with burning eyes but not temperature what do i do,i have mild cough and not the continuous one and symptoms of fever like burning eyes but not temp,i have mild cough and not the continuous one and symptoms of fever like burning eyes but not the temperature,mild continuous cough fever symptoms like burning eyes but not temperature what do i do,i have slight cough and not the continuous one and symptoms of fever like burning eyes,mild nonstop cough symptoms of burning eyes but not fever what can i do,"I have a mild, non-continuous cough.  And fever symptoms like burning eyes, but not the temperature.  What do I do?",i have mild cough and not the continuous one and symptoms of fever like burning eyes and not the temperature,i have mild cough and not the continuous one and symptoms of fever like burning eyes,mild nonstop cough fever with burning eyes but not temperature what do u do,i have a mild cough and not the continuous one and symptoms of fever like burning eyes,mild continuous cough symptoms of burning eyes but not fever what do i do,mild non persistent cough symptoms of burning eyes but not fever what do u do,i have a mild cough and not the continuous one and symptoms of fever like burning eyes but not the temperature,i have slight cough and not the continuous one and symptoms of fever like burning eyes but not the temperature,mild continuous cough symptoms of burning eyes but not fever what can i do,"I’ve have mild cough and not the continuous one. And symptoms of fever like burning eyes, but not the temperature. What do I do?",mild continuous cough fever with burning eyes but not temperature what do i do,mild non persistent cough fever with burning eyes but not temperature what do u do,mild non persistent cough fever with burning eyes but not temperature what can i do,mild continuous cough fever symptoms like burning eyes but not temperature what can i do,mild nonstop cough symptoms of burning eyes but not fever what do u do,mild continuous cough fever with burning eyes but not temperature what do u do,mild continuous cough fever with burning eyes but not temperature what can i do,mild continuous cough symptoms of burning eyes but not fever what do u do,mild non persistent cough symptoms of burning eyes but not fever what can i do,mild non persistent cough fever symptoms like burning eyes but not temperature what can i do,mild non persistent cough fever symptoms like burning eyes but not temperature what do u do,mild continuous cough fever symptoms like burning eyes but not temperature what do u do,mild nonstop cough fever with burning eyes but not temperature what can i do,mild nonstop cough fever symptoms like burning eyes but not temperature what do u do,mild nonstop cough fever symptoms like burning eyes but not temperature what can i do,i have mild coughing and not the continuous one and symptoms of fever like burning eyes but not the temperature,i have mild cough and not the continuous one and symptoms of fever like burning eyes but not temperature,mild non persistent cough symptoms of burning eyes but not fever what do i do,mild nonstop cough symptoms of burning eyes but not fever what do i do,mild nonstop cough fever with burning eyes but not temperature what do i do,mild non persistent cough fever symptoms like burning eyes but not temperature what do i do,mild nonstop cough fever symptoms like burning eyes but not temperature what do i do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 22:01:13,f3710ce6-e627-4e83-ac8a-7445663010be,en,Je tousse c'est normal?,fr,Je tousse c'est normal?,"Je tousse, est-ce normal?",je tousse bcp,"Je tousse, est-ce normal?",ça veut dire quoi quand on tousse,je fais que tousser,je fais que de tousser,c est normal de tousser,je tousse constamment,tousser est ce normal,je tousse beaucoup est ce normal,je tousse enormement,pourquoi je tousse beaucoup,Je tousse c'est normal?,est ce normal de tousser,je tousse constament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 18:25:31,36ba28c8-f161-4fa5-91a3-73cd25e7e219,en,what is the symptoms?,en,What are the symptoms?,what is the symptoms?,what is symptoms of,what is symptoms,what are the symptoms of a disease,symptoms and signs,what's the symptoms,what is the symptoms,What are the symptoms?,what is the symptoms?,what are the symptoms of,what are symptoms,what is the symptoms of,what is a symptoms,what are the symptoms,what is a symptom,what are symptoms of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 8:24:02,e1467c89-10ef-4ce1-9351-378287cf2c89,en,symptoms of covid-19,en,symptoms of covid-19,covid-19 symptoms,side effects of covid 19,symptoms of covid-19,symptoms of covid 19,symptoms of the covid 19,what are the symptoms of covid 19,sign and symptoms of covid 19,covid 19 signs,covid 19 symptoms,signs and symptoms of covid 19,symptoms covid 19,what are symptoms of covid 19,signs of covid 19,symptom of covid 19,sign of covid 19,covid-19 symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 12:21:21,b0d51d1d-1f85-479d-834b-14595a4dccbe,en,"Un proche est diabétique, est-ce que ses rendez-vous médicaux auront lieu comme d'habitude ? ",fr,"Un proche est diabétique, est-ce que ses rendez-vous médicaux auront lieu comme d'habitude ? ","Un être cher est diabétique, leurs rendez-vous médicaux auront-ils lieu comme d'habitude?",un proche est diabétique est ce que ses rendez vous medicaux auront lieux comme d habitude,un etre cher est diabète leur rendez vous médicaux auront ils lieu comme d habitude,un etre cher est diabetique aux rendez vous medicaux auront ils lieu comme d habitude,un proche est diabétique est ce que ses rendez vous médicaux auront lieux comme d habitude,un proche est diabétique est ce que ses rendez vous medicaux,un etre cher est diabetique leur rendez vous medicaux,un proche est diabétique est ce que ses rendez vous medicaux auront lieu comme d habitude,un etre cher est diabetique leur rendez vous medicaux auront ils lieu,un etre cher est diabetique leur rendez vous medicaux auront ils lieu d habitude,un etre cher est diabetique leur rendez vous auront ils lieu comme d habitude,un proche est diabétique est ce que ses rendez vous médicaux auront lieu comme d habitude,un etre cher est diabetique leur rendez vous medicaux auxront ils lieu comme d habitude,un etre cher est diabete leur rendez vous medicaux auront ils lieu comme d habitude,un proche est diabète est ce que ses rendez vous médicaux auront lieu comme d habitude,un proche est diabetique est ce que ses rendez vous medicaux,un etre cher est diabetique aux rendez vous medicaux,un proche est diabetique est ce que ses rendez vous medicaux auront lieu comme d habitude,un proche est diabète est ce que ses rendez vous médicaux auront lieux comme d habitude,"Un proche est diabétique, est-ce que ses rendez-vous médicaux auront lieu comme d'habitude ? ",un proche est diabete est ce que ses rendez vous medicaux auront lieu comme d habitude,un etre cher est diabetique leur rendez vous medicaux auront ils lieu comme d habitude,"Un être cher est diabétique, leurs rendez-vous médicaux auront-ils lieu comme d'habitude?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 11:23:50,2728577d-b84e-4e0d-9c49-952fb2c9c892,en,Est-ce que mes enfants peuvent jouer dehors avec les voisins,fr,Est-ce que mes enfants peuvent jouer dehors avec les voisins,Mes enfants peuvent-ils jouer dehors avec les voisins,les enfants peuvent ils jouer dehors,enfant qui joue dehors dehors,Est-ce que mes enfants peuvent jouer dehors avec les voisins,mes enfants peuvent ils jouer dehors,les enfants peuvent il jouer dehors,est ce que les enfants peuvent jouer dehors,enfants qui joue dehors,les enfants peuvent ils faire dehors,enfant qui joue dehors,Mes enfants peuvent-ils jouer dehors avec les voisins,un enfant peut il jouer dehors,mon fils peut il jouer dehors,mon enfant peut il jouer dehors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 12:00:59,ed1ed805-f0b2-4c92-bbf0-440a3d58e4bc,en,Infomation about covid,en,Infomation about covid,Information about Covid,information about covid,about covid information,Infomation about covid,info on covid,info about covid,information of covid,covid infomation,information on covid,details of covid,information about the covid,info about covids,information about covids,covid information,info of covid,Information about Covid,details about covid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 21:06:14,9a1b20ed-2434-45ea-9190-aaa4552e1592,fr,Est-ce que je peux travailler dans un bureau avec 10 personnes?,fr,Puis-je travailler dans un bureau de 10 personnes?,Est-ce que je peux travailler dans un bureau avec 10 personnes?,peut on travailler dans un bureau de travail 10 personnes,travail de bureau 10 personnes,emploi bureau 10 personnes,peut on travailler dans un bureau pour 10 personnes,peut on travailler dans un bureau 10 personnes,Est-ce que je peux travailler dans un bureau avec 10 personnes?,travailler bureau 10 personnes,travail 10 personnes bureau,travailler 10 personnes dans un bureau,travail bureau 10 personnes,travailler dans un bureau pour 10 personnes,travailler dans un bureau de 10 personnes,Puis-je travailler dans un bureau de 10 personnes?,travail de bureau pour 10 personnes,peut on travailler dans un bureau de 10 personnes,peut on travailler dans un bureau avec 10 personnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 8:29:31,f4edeb32-2c89-4618-96bf-6cb899679883,en,How long will the pandemic last?,en,How long will the pandemic last?,,How long will the pandemic last?,how long does the pandemic last,pandemic how long does it last,pandemic how long will it last,how long will pandemic last,pandemic how long do they last,how long is pandemic,how long will the pandemic last,pandemic how long,how long does a pandemic last,how long does pandemic last,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 15:18:52,9244798c-517f-4a12-a2e7-696df62b4099,fr,Quel est la difference entre le virus et la maladie,fr,Quel est la difference entre le virus et la maladie,Quelle est la différence entre le virus et la maladie,quelle difference entre virus et maladie,quel est la différence entre un virus et une maladie,la difference entre un virus et une maladie,la difference entre le virus et la maladie,Quel est la difference entre le virus et la maladie,quelle est la différence entre un virus et une maladie,quel est la difference entre un virus et une maladie,quelle difference entre un virus et une maladie,quelle est la difference entre un virus et une maladie,quelle différence entre un virus et une maladie,quelle différence entre virus et maladie,la différence entre le virus et la maladie,Quelle est la différence entre le virus et la maladie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 18:17:04,69fce199-cc33-43ab-ae18-363671aec6df,en,Do I have covid?,en,Should I be coveted?,Do I have covid?,is it good to be coveted,should i coveted,do i have to have covid,do i have the covid,should you get coveted,do you have to have covid,should you be coveted,do you have covid,do i need covid,should i be coveted or not,do you have a covid,why should i be coveted,do i need to be coveted,should i be coveted,do we have covid,do i have covid,should we be coveted,do i have a covid,Do I have covid?,should i get coveted,covid do i have,Should I be coveted?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
